,user_id,country
3456,91513500,DO
3457,7223620,DO
3458,151499701,DO
3459,55825429,DO
3460,161459455,DO
3461,10980741,DO
3462,119302422,DO
3463,147160015,DO
3464,145174824,DO
3465,145201815,DO
3466,120279241,DO
3467,117854874,DO
3468,33461660,DO
3469,13269609,DO
3470,33003650,DO
3471,77210851,DO
3472,6837622,DO
3473,94101935,DO
3474,135540450,DO
3475,62687400,DO
3476,18440527,DO
3477,134508972,DO
3478,12502245,DO
3479,100710786,DO
3480,146239733,DO
3481,142102940,DO
3482,30710225,DO
3483,29135398,DO
3484,141709283,DO
3485,156295286,DO
3486,72371910,DO
3487,33657836,DO
3488,3185613,DO
3489,136350179,DO
3490,82851548,DO
3491,48048552,DO
3492,119449610,DO
3493,158073536,DO
3494,57922353,DO
3495,150740854,DO
3496,107749882,DO
3497,153751393,DO
3498,158488194,DO
3499,36541357,DO
3500,110074467,DO
3501,138588038,DO
3502,66351464,DO
3503,144899451,DO
3504,142111344,DO
3505,133477945,DO
3506,23948380,DO
3507,104629001,DO
3508,145141487,DO
3509,143542825,DO
3510,41191824,DO
3511,160740019,DO
3512,34175536,DO
3513,23749171,DO
3514,52204168,DO
3525,153684945,DO
3526,23178225,DO
3537,129407865,DO
3541,210123,DO
3542,24463747,DO
3546,66938699,DO
3548,98852924,DO
3552,108860170,DO
3553,2230471,DO
3555,107957384,DO
3557,141168634,DO
3558,139400218,DO
3562,26807932,DO
3564,156156781,DO
3565,107229433,DO
3566,95612332,DO
3567,133882684,DO
3568,17102377,DO
3578,128656072,DO
3579,143711203,DO
3580,105374369,DO
3582,74479590,DO
3584,157053312,DO
3585,100858310,DO
3586,160324336,DO
3587,39868242,DO
3588,136948456,DO
3590,70186393,DO
3591,82842110,DO
3592,129396772,DO
3593,135235041,DO
3594,123617089,DO
3595,57010433,DO
3596,18950166,DO
3597,85289409,DO
3605,71131579,DO
3607,74596339,DO
3624,128205443,DO
3627,18147611,DO
3637,127680109,DO
3639,66255464,DO
3641,92031516,DO
3644,126629694,DO
3648,122053774,DO
3651,124642718,DO
3652,25558068,DO
3653,135454628,DO
3655,57758967,DO
3657,107150814,DO
3658,89253222,DO
3659,129202663,DO
3663,114520715,DO
3665,126770936,DO
3667,78121814,DO
3668,83633657,DO
3670,143094714,DO
3671,92795827,DO
3672,62862161,DO
3677,102013061,DO
3678,128159283,DO
3679,33594321,DO
3681,57557990,DO
3684,84560181,DO
3685,32937948,DO
3686,119155610,DO
3690,109629975,DO
3691,152388886,DO
3694,106136730,DO
3696,141244036,DO
3699,145208459,DO
3700,39816740,DO
3711,25664831,DO
3712,38057478,DO
3713,20542002,DO
3715,23800894,DO
3717,41553144,DO
3718,19021632,DO
3719,36263535,DO
3721,33034520,DO
3722,33544331,DO
3723,13041684,DO
3724,30472234,DO
3726,24162717,DO
3727,100276,DO
3728,7769599,DO
3729,52644452,DO
3730,4138007,DO
3731,12020704,DO
3732,11970356,DO
3734,30247132,DO
3735,10535456,DO
3737,7088012,DO
3738,33788583,DO
3742,10822780,DO
3743,256625,DO
3744,30904098,DO
3745,19768592,DO
3746,5022690,DO
3747,33513471,DO
3748,37810370,DO
3749,46143265,DO
3750,34028654,DO
3752,66512925,DO
3753,38581307,DO
3754,32718713,DO
3755,16248233,DO
3756,11413643,DO
3757,24382519,DO
3758,7099784,DO
3760,3984061,DO
3762,23628395,DO
3763,20286207,DO
3764,27006932,DO
3766,21914420,DO
3767,63862716,DO
3768,64082027,DO
3769,33733273,DO
3770,14018806,DO
3771,60558,DO
3772,17646509,DO
3773,63356130,DO
3774,22669235,DO
3776,1535551,DO
3777,4466866,DO
3780,17535355,DO
3781,70814506,DO
3782,5364118,DO
3783,20548686,DO
3784,51144427,DO
3785,28575736,DO
3786,41233979,DO
3787,1544665,DO
3788,70418314,DO
3789,9750143,TT
3790,127488724,TT
3791,148721567,TT
3792,152843127,TT
3793,62962013,TT
3794,72102994,TT
3795,59620052,TT
3796,138849883,TT
3797,25040694,TT
3798,135804657,TT
3799,138375109,TT
3800,154187207,TT
3801,114731221,TT
3802,69991750,TT
3803,111460713,TT
3804,119334880,TT
3805,146829069,TT
3806,20597130,TT
3807,139317292,TT
3808,94807529,TT
3809,19955485,TT
3810,160369301,TT
3811,129654230,TT
3812,624463,TT
3813,23327889,TT
3814,73165973,TT
3815,57299035,TT
3816,58239866,TT
3817,61358990,TT
3818,114299841,TT
3819,11048498,TT
3820,105740440,TT
3821,3273115,TT
3822,85360026,TT
3823,161309061,TT
3824,136875046,TT
3831,4221602,TT
3845,135787711,TT
3846,31859090,TT
3847,58525937,TT
3850,75888116,TT
3851,123773359,TT
3852,42685845,TT
3853,154250248,TT
3854,88972409,TT
3855,127890630,TT
3858,130948657,TT
3859,133837063,TT
3860,127383231,TT
3861,32276142,TT
3862,54335705,TT
3863,132823410,TT
3864,23739220,TT
3865,61118334,TT
3867,98379959,TT
3868,125827116,TT
3869,120162068,TT
3874,17482864,TT
3875,30772268,TT
3876,59832223,TT
3877,71133460,TT
3878,13168785,TT
3879,96503174,TT
3880,17744630,TT
3881,148845433,TT
3882,34136199,TT
3883,91439689,TT
3884,83077467,TT
3885,119721199,TT
3886,115633990,TT
3887,6413578,TT
3888,39868733,TT
3889,18158678,TT
3890,19747980,TT
3891,14368615,TT
3892,116745192,TT
3893,80980100,TT
3894,131595305,TT
3895,141242259,TT
3896,137557293,TT
3898,27720208,TT
3899,27827036,TT
3900,134080057,TT
3901,76687670,TT
3902,19934695,TT
3903,55766475,TT
3904,90292853,TT
3905,97174386,TT
3906,84708264,TT
3907,116943426,TT
3908,21676404,TT
3909,111939338,TT
3910,38637413,TT
3911,99079902,TT
3912,65407617,TT
3913,111096447,TT
3914,16931787,TT
3915,92006225,TT
3916,5932203,TT
3917,36913362,TT
3918,94211052,TT
3919,15335393,TT
3936,2912529,TT
3943,20219188,TT
3948,27853365,TT
3950,123255203,TT
3952,153668362,TT
3953,2248955,TT
3954,41301715,TT
3955,13643209,TT
3956,95919628,TT
3958,13654626,TT
3962,8446886,TT
3963,2324562,TT
3964,26076209,TT
3965,23320642,TT
3966,113937462,TT
3968,25774392,TT
3970,121360553,TT
3971,23185704,TT
3972,94222321,TT
3974,137647562,TT
3975,128037119,TT
3976,146875063,TT
3977,33337444,TT
3978,7277765,TT
3979,73348480,TT
3980,140153640,TT
3981,116243547,TT
3982,142757019,TT
3984,30527579,TT
3985,4570315,TT
3986,108060709,TT
3988,136392387,TT
3989,44548139,TT
3990,112948009,TT
3991,88950017,TT
3994,31177735,TT
3995,28832774,TT
3996,71458164,TT
3997,27439770,TT
3998,22860406,TT
3999,49168179,TT
4000,3432498,TT
4001,115503422,TT
4002,21213128,TT
4003,117228678,TT
4004,23263713,TT
4005,65523585,TT
4006,119442961,TT
4007,127331206,TT
4009,113325559,TT
4011,29638067,TT
4014,5132666,TT
4017,44137490,TT
4019,5719275,TT
4020,38549643,TT
4022,18311393,TT
4023,8295373,TT
4025,84922272,TT
4026,11324505,TT
4028,29158317,TT
4030,29161700,TT
4031,9021982,TT
4033,18745957,TT
4034,13833391,TT
4035,4049368,TT
4036,31057451,TT
4038,5054876,TT
4040,3939564,TT
4041,17395377,TT
4043,5484379,TT
4044,4623263,TT
4045,22099410,TT
4046,2646720,TT
4047,3764433,TT
4048,32212125,TT
4049,18155446,TT
4051,424536,TT
4053,6319809,TT
4054,3538038,TT
4056,4473196,TT
4057,19582560,TT
4059,4850068,TT
4060,7860660,TT
4061,33843694,TT
4062,16192423,TT
4063,52500948,TT
4064,45431029,TT
4065,2064624,TT
4068,8731628,TT
4070,4980669,TT
4071,9271374,TT
4072,45821427,TT
4073,8782001,TT
4074,72185623,TT
4075,4615602,TT
4076,77204890,TT
4077,10153032,TT
4078,18737266,TT
4080,57376728,TT
4081,17976253,TT
4082,1029925,TT
4083,32656710,TT
4085,965917,TT
4086,2241936,TT
4089,19972209,TT
4091,28927465,TT
4092,15686085,TT
4094,44501832,TT
4095,2563243,TT
4096,4744724,TT
4097,34405058,TT
4098,27094277,TT
4099,10632205,TT
4100,10757118,TT
4101,2744544,MT
4102,14453898,MT
4103,5860412,MT
4104,112290168,MT
4105,49071166,MT
4106,129515168,MT
4107,93765973,MT
4108,155283766,MT
4109,9426570,MT
4110,43483275,MT
4111,35875778,MT
4112,47702645,MT
4113,107751994,MT
4114,59592935,MT
4115,5581959,MT
4116,123168974,MT
4117,153918196,MT
4118,44641721,MT
4119,32431841,MT
4120,76867502,MT
4121,130678085,MT
4122,142455926,MT
4123,27179992,MT
4124,56379581,MT
4125,90531441,MT
4126,55331215,MT
4127,161938671,MT
4128,7701680,MT
4129,152293690,MT
4130,2772745,MT
4131,131705265,MT
4132,63823520,MT
4133,129135373,MT
4134,45535772,MT
4135,142625207,MT
4136,97422174,MT
4142,10104673,MT
4146,29322539,MT
4148,130416962,MT
4152,49461774,MT
4153,22495428,MT
4155,115723506,MT
4157,150563455,MT
4158,119356152,MT
4160,109538861,MT
4161,110294137,MT
4162,78284257,MT
4163,24728731,MT
4164,15764614,MT
4165,123434979,MT
4166,133325324,MT
4167,39286461,MT
4168,93669961,MT
4169,35936759,MT
4170,146597492,MT
4171,21383971,MT
4173,14411187,MT
4174,47920237,MT
4175,76484849,MT
4176,4392532,MT
4177,139496353,MT
4178,10005578,MT
4179,70321543,MT
4180,17139638,MT
4181,57436393,MT
4182,132050841,MT
4183,162379572,MT
4184,111444516,MT
4185,158836467,MT
4186,37832424,MT
4187,87650379,MT
4188,143574467,MT
4189,18956782,MT
4190,107889673,MT
4191,156557084,MT
4192,118677096,MT
4193,94223237,MT
4194,23526565,MT
4195,25238466,MT
4216,79033348,MT
4217,121329004,MT
4218,28493724,MT
4219,161535435,MT
4220,124660948,MT
4221,78502452,MT
4222,112609027,MT
4223,18830877,MT
4224,71734207,MT
4225,101894038,MT
4226,21468880,MT
4227,124229992,MT
4228,62563683,MT
4229,135403459,MT
4230,54579718,MT
4231,13625193,MT
4232,155967618,MT
4233,69842253,MT
4242,118242030,MT
4245,132354267,MT
4254,19011062,MT
4257,2140324,MT
4258,29158450,MT
4259,149367107,MT
4261,138229597,MT
4262,122119470,MT
4263,154556267,MT
4267,123527208,MT
4269,150677544,MT
4271,128012299,MT
4273,141658097,MT
4275,139992699,MT
4277,124635233,MT
4278,148798628,MT
4281,25993033,MT
4282,120070237,MT
4285,147094986,MT
4287,146692384,MT
4288,1926653,MT
4289,115543054,MT
4292,131989589,MT
4293,141908095,MT
4294,123627489,MT
4295,84240714,MT
4296,128317087,MT
4297,151820524,MT
4298,32232537,MT
4300,147806834,MT
4304,152156328,MT
4306,149698417,MT
4307,10400378,MT
4309,149322816,MT
4310,117829145,MT
4311,3528224,MT
4313,77236823,MT
4314,31779908,MT
4315,69030713,MT
4316,116058444,MT
4317,1715961,MT
4318,27602828,MT
4326,61412379,MT
4327,17195093,MT
4331,6975720,MT
4332,31018667,MT
4333,16036095,MT
4334,11119869,MT
4336,49907434,MT
4337,9588468,MT
4338,30428678,MT
4339,58795074,MT
4340,14092823,MT
4341,18389567,MT
4343,31872052,MT
4345,47667151,MT
4346,32712073,MT
4350,6613552,MT
4351,37457114,MT
4352,8280825,MT
4353,28496819,MT
4354,10677657,MT
4355,4527498,MT
4356,41546997,MT
4357,46640583,MT
4358,2047076,MT
4359,2875381,MT
4360,34752459,MT
4361,28278147,MT
4362,6525726,MT
4364,2005580,MT
4366,29401395,MT
4367,7857955,MT
4368,3134101,MT
4369,7074223,MT
4370,4503153,MT
4371,1674523,MT
4372,9370829,MT
4373,8363258,MT
4374,2432951,MT
4375,10900096,MT
4377,42715064,MT
4378,14740092,MT
4379,16742110,MT
4380,86005223,MT
4381,33930977,MT
4382,42147311,MT
4383,2842387,MT
4384,4639830,MT
4385,6418720,MT
4386,61252013,MT
4387,64961988,MT
4388,26483914,MT
4389,17433948,MT
4392,9776209,MT
4393,3959823,MT
4394,18519751,MT
4395,14297065,MT
4396,14573294,MT
4397,45491760,MT
4398,40674075,MT
4399,19280143,MT
4400,7719992,MT
4401,41273482,MT
4402,72927341,MT
4403,5211503,MT
4404,27647145,MT
4406,20791000,MT
4407,57337960,MT
4408,2005872,MT
4411,66620481,MT
4412,41803402,MT
4413,2220467,MT
4414,139321577,BB
4415,81236141,BB
4416,129239690,BB
4417,51302916,BB
4418,96826700,BB
4419,15580825,BB
4420,21048101,BB
4421,144905736,BB
4422,28059214,BB
4427,73450803,BB
4428,134100309,BB
4429,138674378,BB
4430,80017330,BB
4431,15659381,BB
4432,7739459,BB
4433,151868887,BB
4434,16346416,BB
4435,11913650,BB
4436,107272722,BB
4437,22734080,BB
4438,52831161,BB
4439,102253920,BB
4440,157991326,BB
4441,32855543,BB
4447,156708526,BB
4448,138518112,BB
4449,127271694,BB
4450,29237459,BB
4451,14597610,BB
4452,34569583,BB
4453,62500785,BB
4454,138178234,BB
4459,119885033,BB
4460,8372164,BB
4461,142623078,BB
4462,43029981,BB
4465,127581009,BB
4466,59903494,BB
4467,92387102,BB
4468,142791802,BB
4469,5827877,BB
4472,116578388,BB
4474,34001721,BB
4476,3819929,BB
4477,59618837,BB
4478,47606838,BB
4479,2991985,BB
4480,47166949,BB
4483,85038454,BB
4484,43552622,BB
4485,4012320,BB
4486,4471656,BB
4487,137809079,BB
4488,50600496,BB
4489,126295620,BB
4492,115266598,BB
4494,112087027,BB
4497,5947959,BB
4498,141954669,BB
4499,147523369,BB
4500,107997065,BB
4501,25281224,BB
4509,67453620,BB
4511,154562821,BB
4512,38419771,BB
4513,130085079,BB
4514,36447582,BB
4515,41537080,BB
4517,23290637,BB
4518,72626936,BB
4519,21927491,BB
4520,144231895,BB
4521,15913347,BB
4522,146045971,BB
4523,121630758,BB
4524,81505567,BB
4525,140209799,BB
4526,41981289,BB
4527,11515437,BB
4528,39276965,BB
4529,54559552,BB
4530,32376706,BB
4531,81542148,BB
4532,86183977,BB
4533,9909298,BB
4534,29517132,BB
4535,15976184,BB
4536,151365685,BB
4537,110610492,BB
4538,79832925,BB
4539,150352268,BB
4540,31042996,BB
4541,43401242,BB
4542,145311063,BB
4543,5951630,BB
4544,148097013,BB
4545,105546487,BB
4546,128300892,BB
4547,5928502,BB
4548,25719332,BB
4549,18190593,BB
4550,149416869,BB
4552,20234777,BB
4558,18557955,BB
4559,27559717,BB
4560,3151662,BB
4561,79181488,BB
4562,7856571,BB
4566,23875180,BB
4568,3002193,BB
4569,43078665,BB
4570,48380085,BB
4571,4742674,BB
4572,23337850,BB
4573,32024035,BB
4574,8109681,BB
4575,24389583,BB
4576,4281507,BB
4577,37188137,BB
4581,22739694,BB
4584,4367877,BB
4585,28124386,BB
4586,51572389,BB
4587,20541912,BB
4588,60855899,BB
4589,73651127,BB
4590,11743021,BB
4593,75046551,BB
4594,5815457,BB
4595,31490951,BB
4596,22502751,BB
4597,47415078,BB
4598,93189020,BB
4599,54473794,BB
4600,8416986,BB
4601,31409613,BB
4602,9477137,BB
4603,2977766,BB
4604,7420981,BB
4605,24236905,BB
4606,8409126,BB
4609,65686104,BB
4610,90181089,BB
4611,95412732,BB
4612,5023210,BB
4613,74721564,BB
4614,28492697,BB
4615,20665444,BB
4616,9964731,BB
4617,71666882,BB
4618,71926257,BB
4619,23323841,BB
4620,85332260,BB
4621,9764603,BB
4622,1250323,BB
4623,60711636,BB
4625,68520299,BB
4626,1234727,BB
4627,64770234,BB
4628,36111291,BB
4629,30759946,BB
4630,49306256,BB
4632,18068046,BB
4633,55225061,BB
4634,34710723,BB
4635,98324987,BB
4636,40269029,BB
4637,42964955,BB
4638,87499398,BB
4639,47505052,BB
4640,45903077,BB
4641,6271129,BB
4642,54721163,BB
4643,4973927,BB
4644,52680642,BB
4645,9744217,BB
4647,40171080,BB
4648,37125369,BB
4649,62053235,LC
4650,4930019,LC
4651,5408698,LC
4652,18049469,LC
4655,117623908,LC
4657,131969908,LC
4658,161385731,LC
4659,35208530,LC
4660,138646608,LC
4661,9908305,LC
4662,14554376,LC
4663,66931755,LC
4664,10525839,LC
4665,7259540,LC
4670,144609896,LC
4671,31110609,LC
4673,147050770,LC
4675,106404843,LC
4676,157180083,LC
4677,91208089,LC
4678,101434828,LC
4680,28299559,LC
4681,51454458,LC
4683,107340197,LC
4684,66849114,LC
4685,17273087,LC
4686,2750343,LC
4687,2214241,LC
4688,157242685,LC
4689,32003869,LC
4690,19982965,LC
4691,145928332,LC
4693,95975558,LC
4694,135408300,LC
4695,78485395,LC
4696,103313833,LC
4697,4470999,LC
4698,17458221,LC
4699,32642996,LC
4700,8257336,LC
4702,14625031,LC
4705,66846583,LC
4707,6127885,LC
4708,37844570,LC
4712,47979268,LC
4713,67578313,LC
4715,57789035,LC
4719,12879514,LC
4720,90616815,LC
4722,13573151,LC
4723,39213930,LC
4725,12293313,LC
4726,14630715,LC
4727,35397885,LC
4728,15001641,LC
4729,5961037,LC
4730,24262742,LC
4731,4003041,LC
4732,52331266,LC
4733,32730681,LC
4734,9150992,LC
4735,3496267,LC
4736,24410697,LC
4737,20482644,LC
4738,5672708,LC
4739,63802349,LC
4740,51743822,LC
4742,79306010,LC
4743,19494548,LC
4744,52168950,LC
4745,23317969,LC
4746,31159253,LC
4747,50900611,LC
4748,35653305,LC
4750,55915008,LC
4751,14824412,LC
4752,12386373,LC
4753,29215856,LC
4754,4851253,LC
4755,52360393,LC
4756,4746923,LC
4757,14124403,LC
4758,93370929,LC
4759,3956693,LC
4760,5580907,LC
4762,7425477,LC
4763,96455406,GY
4764,34846993,GY
4765,138705489,GY
4766,71787432,GY
4768,19185598,GY
4769,91388501,GY
4770,51138139,GY
4774,50959701,GY
4775,40062928,GY
4776,129088891,GY
4779,35764553,GY
4781,94331175,GY
4784,10263549,GY
4785,12946636,GY
4786,96107837,GY
4787,126034709,GY
4788,75451980,GY
4789,2151270,GY
4790,35270572,GY
4791,146946179,GY
4792,156292866,GY
4793,77509758,GY
4794,2455763,GY
4795,58639608,GY
4796,44393384,GY
4797,7644176,GY
4798,153746807,GY
4799,153924892,GY
4800,82589695,GY
4801,144378471,GY
4802,135653520,GY
4803,113763599,GY
4804,5863511,GY
4805,145074527,GY
4806,48044689,GY
4807,7145464,GY
4811,6178196,GY
4812,9550370,GY
4813,50841326,GY
4814,9795366,GY
4815,53477686,GY
4816,15603672,GY
4817,32567835,GY
4819,17384710,GY
4821,3578890,GY
4822,9978441,GY
4826,36950658,GY
4827,6493521,GY
4828,20144787,GY
4829,20630500,GY
4830,8570023,GY
4831,46679547,GY
4832,32382001,GY
4833,29122967,GY
4835,11909385,GY
4837,13436581,GY
4838,22712345,GY
4839,19195953,GY
4840,21170196,GY
4842,30016975,GY
4843,82702624,GY
4844,43858201,GY
4845,9824643,GY
4846,25401308,GY
4847,40081662,GY
4848,39235872,GY
4849,17300430,GY
4850,350047,GY
4851,42639443,GY
4852,46663922,GY
4853,44621828,GY
4854,41211908,GY
4855,31994386,GY
4856,29582103,GY
4857,50959872,GY
4858,17437549,GY
4859,56993733,GY
4860,11284418,GY
4861,11668837,GY
4862,57812049,GY
4863,70072020,GY
4864,26136479,GY
4865,28271140,GY
4867,18660867,GY
4868,60913025,GY
4869,40731903,GY
4870,12799767,GY
4871,12615515,GY
4872,25509453,GY
4873,26814586,GY
4874,2428545,GY
4875,80059863,GY
4876,87087229,GY
4877,42480608,GY
4878,9784669,GY
4880,45624578,GY
4881,51785175,GY
4882,96491783,GY
4883,34521419,GY
4884,71493858,GY
4885,40961550,GY
4887,22904875,CA
4889,40153615,CA
4890,42834192,CA
4892,68565766,CA
4896,105397748,CA
4897,52935791,CA
4899,160588661,CA
4900,75178346,CA
4901,136556495,CA
4903,59653459,CA
4904,71329776,CA
4905,121664717,CA
4906,32032575,CA
4907,162529108,CA
4909,16396989,CA
4910,154390007,CA
4911,132945451,CA
4912,144846409,CA
4913,5041965,CA
4914,89399635,CA
4915,117871308,CA
4916,127572888,CA
4917,83638742,CA
4918,139340782,CA
4919,145687638,CA
4920,101525633,CA
4921,161186284,CA
4922,149859044,CA
4923,15648670,CA
4924,160766751,CA
4925,66537480,CA
4926,17285986,CA
4927,162692113,CA
4928,6752568,CA
4929,11997159,CA
4930,139082381,CA
4931,45227208,CA
4932,18465107,CA
4933,110029242,CA
4934,14046991,CA
4935,154870859,CA
4936,161870163,CA
4938,131877252,CA
4939,60549532,CA
4940,3373841,CA
4941,145132211,CA
4942,30314298,CA
4943,6484877,CA
4944,22058507,CA
4945,162605727,CA
4947,10187943,CA
4948,162535907,CA
4949,119455482,CA
4950,142016579,CA
4951,69169340,CA
4952,149275061,CA
4953,145002719,CA
4954,152859257,CA
4956,92284017,CA
4957,6035586,CA
4958,142270641,CA
4959,27895221,CA
4960,81956532,CA
4961,155491616,CA
4963,2618194,CA
4965,155836116,CA
4966,8917263,CA
4967,162694209,CA
4968,27244015,CA
4969,77650431,CA
4970,158965950,CA
4971,95220970,CA
4972,109136829,CA
4973,66781572,CA
4975,122548578,CA
4976,146637128,CA
4977,125809818,CA
4978,149913252,CA
4979,38396393,CA
4980,3680616,CA
4981,70101107,CA
4982,37211865,CA
4983,43644199,CA
4984,3064467,CA
4985,105871108,CA
4989,107943766,CA
4991,8457950,CA
5002,3403278,CA
5005,1255470,CA
5006,13361543,CA
5009,76224705,CA
5017,3123013,CA
5024,113943392,CA
5025,160807298,CA
5027,120233458,CA
5028,31770480,CA
5029,4900043,CA
5030,84764880,CA
5031,5963609,CA
5035,45177233,CA
5039,162325390,CA
5045,139608912,CA
5046,108001590,CA
5047,3508553,CA
5050,158600821,CA
5051,30564033,CA
5052,4863716,CA
5053,42256268,CA
5054,162099860,CA
5056,161878550,CA
5058,35956575,CA
5059,59541414,CA
5060,162331591,CA
5061,148681626,CA
5062,90309035,CA
5063,152042298,CA
5064,3565173,CA
5065,9030709,CA
5066,3269134,CA
5067,14852489,CA
5069,140296795,CA
5070,3528600,CA
5071,116287253,CA
5072,2931872,CA
5075,32791664,CA
5077,31073844,CA
5078,102578151,CA
5079,54266303,CA
5080,154655435,CA
5081,44327038,CA
5083,30206753,CA
5084,127423961,CA
5090,4061109,CA
5102,7017000,CA
5113,56394044,CA
5123,8953349,CA
5124,121104040,CA
5128,13837355,CA
5134,110692094,CA
5137,81654755,CA
5139,73819477,CA
5144,9412262,CA
5150,104988305,CA
5151,3885089,CA
5152,115843326,CA
5154,3279224,CA
5157,23300440,CA
5158,123273814,CA
5159,98769763,CA
5160,50209711,CA
5163,21139737,CA
5165,55609470,CA
5168,34373894,CA
5169,14429563,CA
5170,9904142,CA
5171,67589425,CA
5173,11604372,CA
5175,133396376,CA
5177,71511862,CA
5178,101469170,CA
5179,106146985,CA
5180,32226296,CA
5181,11998421,CA
5182,42327643,CA
5189,80839149,CA
5192,77170844,CA
5201,72554847,CA
5205,57355619,CA
5209,14633278,CA
5214,11514797,CA
5215,19340210,CA
5217,18665047,CA
5218,2654892,CA
5221,6130916,CA
5228,38896773,CA
5232,13275264,CA
5234,1383279,CA
5235,6272242,CA
5237,10043746,CA
5238,12860715,CA
5239,11382577,CA
5240,689723,CA
5241,7481874,CA
5242,9969735,CA
5244,13529972,CA
5248,2906277,CA
5249,22632750,CA
5250,41987669,CA
5251,76231708,CA
5253,4817364,CA
5254,84929852,CA
5255,5292218,CA
5256,28086295,CA
5257,6142933,CA
5258,55142833,CA
5262,59951598,CA
5263,20768655,CA
5264,33302051,CA
5265,5195563,CA
5266,1865188,CA
5268,23103552,CA
5270,17525557,CA
5273,2289972,CA
5274,19664628,CA
5276,3462163,CA
5277,4698736,CA
5278,656904,CA
5279,19467200,CA
5280,11128890,CA
5283,1559491,CA
5285,754167,US
5286,39149801,US
5287,66230405,US
5289,21820138,US
5291,116857685,US
5292,69013291,US
5293,11720259,US
5294,1654645,US
5295,162505405,US
5296,1467831,US
5297,111285013,US
5299,143695692,US
5300,69048540,US
5301,13341540,US
5302,161232314,US
5303,151638606,US
5304,2657664,US
5305,142891024,US
5306,112466042,US
5307,3498889,US
5308,162514063,US
5309,119181451,US
5310,2339775,US
5311,74393916,US
5312,32726092,US
5313,153789353,US
5314,98942915,US
5315,4840903,US
5316,100745367,US
5317,33116415,US
5318,49535534,US
5319,12881687,US
5320,160546751,US
5321,90854076,US
5323,9158045,US
5324,12184591,US
5326,161511038,US
5327,2842872,US
5328,127822767,US
5329,150841933,US
5330,5311444,US
5331,57948606,US
5332,23366776,US
5333,115394105,US
5334,111178638,US
5335,136844676,US
5336,117173751,US
5337,38726195,US
5338,15959373,US
5339,15598781,US
5340,162547277,US
5341,29773691,US
5342,1991998,US
5343,162563671,US
5344,73494872,US
5345,52489703,US
5346,91101514,US
5347,11796947,US
5348,16091030,US
5350,9617837,US
5352,48921937,US
5353,129306728,US
5354,32730479,US
5355,10571954,US
5356,72361283,US
5357,6176520,US
5358,73327119,US
5359,162486290,US
5360,71937708,US
5361,32106906,US
5362,7436368,US
5363,162453908,US
5364,10036711,US
5365,7247248,US
5366,30103489,US
5367,3771484,US
5368,82530475,US
5369,144878318,US
5370,51616443,US
5371,117263108,US
5372,1170881,US
5373,162487924,US
5374,150142815,US
5375,157676417,US
5376,162491037,US
5377,16313363,US
5378,1006469,US
5379,138889525,US
5380,128475263,US
5381,11745914,US
5382,30974365,US
5383,140219898,US
5384,34042831,US
5385,153355244,US
5386,162142236,US
5388,17862184,US
5390,31849663,US
5395,38546215,US
5401,3909286,US
5402,152576090,US
5404,122916413,US
5407,13631526,US
5409,92480568,US
5414,1039185,US
5415,238070,US
5417,16239392,US
5418,6479320,US
5419,11229859,US
5420,256940,US
5424,2175764,US
5425,81854535,US
5426,143067992,US
5427,73167789,US
5429,13500073,US
5431,104868490,US
5432,158686106,US
5433,159733357,US
5441,19977507,US
5442,45973072,US
5443,118715360,US
5444,82705972,US
5445,111667231,US
5446,1806073,US
5447,349248,US
5448,66395940,US
5449,31023374,US
5451,66199133,US
5452,60886838,US
5453,18244539,US
5454,60415578,US
5455,19353640,US
5461,48888810,US
5462,159080430,US
5463,95726530,US
5464,27499162,US
5465,31985259,US
5466,7127527,US
5467,16060275,US
5469,70521061,US
5470,38420791,US
5471,136190,US
5473,161459231,US
5474,42721444,US
5476,72321186,US
5477,24818102,US
5479,98347515,US
5480,109240841,US
5481,76015249,US
5483,73231193,US
5491,2018567,US
5501,41715705,US
5505,24401416,US
5507,77805119,US
5512,29203042,US
5517,38216235,US
5518,16056426,US
5520,2225476,US
5521,1831318,US
5526,66567613,US
5528,124929140,US
5529,2611888,US
5531,52512678,US
5532,2939566,US
5533,3078602,US
5534,110350314,US
5535,22269025,US
5538,2225246,US
5539,5465462,US
5540,143764157,US
5542,103872712,US
5544,19714462,US
5545,60147675,US
5546,4598713,US
5547,98061382,US
5549,1222379,US
5552,131666,US
5554,36009347,US
5555,142347972,US
5556,45787323,US
5557,59956486,US
5559,6018993,US
5560,28575750,US
5561,3023796,US
5562,146834516,US
5564,11411702,US
5566,76574852,US
5569,57441079,US
5570,62364559,US
5571,59276952,US
5572,98775940,US
5573,51308653,US
5575,94660606,US
5576,143964410,US
5577,33334342,US
5578,21689648,US
5579,120407825,US
5580,92863459,US
5581,1147761,US
5582,122018774,US
5583,4413340,US
5590,1019021,US
5595,2574606,US
5599,70651830,US
5600,88016767,US
5602,7110209,US
5605,26177107,US
5608,4391611,US
5609,5860019,US
5610,5651679,US
5611,11237615,US
5612,25556913,US
5614,3089655,US
5615,122647,US
5616,1362506,US
5618,22819383,US
5619,7367573,US
5620,40688075,US
5621,1605591,US
5622,19521241,US
5623,1072582,US
5624,3098682,US
5625,87796500,US
5626,7640523,US
5627,4176715,US
5628,28798380,US
5631,1669197,US
5634,10160415,US
5636,4530043,US
5637,3734915,US
5639,3073485,US
5640,51462925,US
