,USERID,age,gender,Country
1178,157618542,,,SC
1179,82997342,,,NZ
1180,147107681,,Female,BB
1181,161268267,,,BB
1182,30181442,,,ll
1183,30181442,,,US
1184,160440195,28.0,,
1185,158647492,,,SG
1186,37437502,,,CA
1187,131996358,37.0,Male,US
1188,131996358,37.0,Male,ll
1189,118971281,,,SC
1190,54962857,,Female,IE
1191,108313166,,,
1192,14016504,,,
1193,144092075,,,SG
1194,82001529,36.0,,GY
1195,118079467,20.0,,GB
1196,34016213,37.0,,US
1197,2324562,69.0,,TT
1198,75964265,,,US
1199,75964265,,,ll
1200,6270825,,,CA
1201,46147310,,,US
1202,1393336,,,CA
1203,17384710,28.0,,GY
1204,3442094,,,NZ
1205,19467200,33.0,,CA
1206,57066916,38.0,,TT
1207,21780402,,,SG
1208,3789615,,Male,CA
1209,24382519,,Female,DO
1210,29517132,,,BB
1211,145034631,,,SG
1212,145946086,,,SC
1213,63808304,,,US
1214,63808304,,,ll
1215,160210716,,,DO
1216,152064537,,,LC
1217,160560852,,,DO
1218,160415631,,,DO
1219,155098957,,,MT
1220,131877252,,,CA
1221,8512679,37.0,,
1222,25354161,29.0,,NZ
1223,9904142,58.0,,CA
1224,112332654,,Female,ll
1225,112332654,,Female,GB
1226,2120137,65.0,,AU
1227,161087458,,,
1228,4995826,,Female,US
1229,17438949,,Female,US
1230,17438949,,Female,ll
1231,145262027,,,
1232,160417142,,,
1233,6018993,38.0,,US
1234,22860406,,,TT
1235,50131418,,,IE
1236,4876540,,Female,US
1237,30510148,,,IE
1238,29398604,,,IE
1239,29398604,,,ll
1240,28200627,,,ll
1241,65022708,,,MT
1242,66728373,,,NZ
1243,138985993,20.0,,IE
1244,131470021,,,SC
1245,161389814,,,
1246,67191155,,,GB
1247,67191155,,,ll
1248,69218549,,,GB
1249,17437549,,,GY
1250,101091683,,,CA
1251,139316620,,,TT
1252,4824108,,,SG
1253,139243585,,,DO
1254,131969908,,,LC
1255,160254533,,,
1256,42028968,,,GB
1257,57199087,33.0,,IE
1258,116083383,,Female,AU
1259,95457175,,,SG
1260,154156276,,,SC
1261,40348337,,,NZ
1262,27188391,,Female,NZ
1263,965917,,Female,TT
1264,3639005,,Female,US
1265,155127441,,,US
1266,3978225,,,ll
1267,23989615,,,SG
1268,23989615,,,ll
1269,4530043,75.0,,US
1270,4530043,75.0,,ll
1271,82678318,33.0,,ll
1272,82678318,33.0,,US
1273,149753862,,,GY
1274,93076479,,,
1275,44531052,,,IE
1276,161098178,,,
1277,122482340,,,GY
1278,160898643,,,NZ
1279,161084627,,,
1280,32024035,,,BB
1281,127679706,40.0,,NZ
1282,53555116,29.0,,US
1283,56035852,36.0,,GB
1284,22189348,,,ll
1285,103701171,,,MT
1286,66395940,34.0,Female,US
1287,66395940,34.0,Female,ll
1288,2250020,,,US
1289,2250020,,,ll
1290,52545435,,,ll
1291,52545435,,,US
1292,8613552,,,BB
1293,49341208,,,CA
1294,23323841,,,BB
1295,27402361,,,US
1296,14046991,,Male,CA
1297,14046991,,Male,ll
1298,9776209,,,MT
1299,161313457,,,
1300,161239928,,,IE
1301,56773960,,,GY
1302,161140246,,,
1303,153072415,,,TT
1304,19871593,52.0,,US
1305,19871593,52.0,,ll
1306,160398846,,,
1307,161142706,,,NZ
1308,91389960,,,BB
1309,148408513,,,MT
1310,47015171,,,GB
1311,107272722,,,BB
1312,18190593,,,BB
1313,153257819,,,BB
1314,88962869,,,BB
1315,160589732,,,CA
1316,80584502,,,NZ
1317,58591009,,,AU
1318,161183293,,,
1319,159442716,,,DO
1320,78485297,37.0,,ll
1321,40201664,,,IE
1322,1234727,,,BB
1323,47129377,41.0,,CA
1324,93944772,26.0,Female,GB
1325,3148691,42.0,,IE
1326,18575193,,,
1327,4073229,,,IE
1328,16384209,42.0,,ll
1329,16384209,42.0,,US
1330,161325974,,,
1331,135855582,,,SC
1332,15482602,,,SG
1333,157983332,,,
1334,90431172,,,NZ
1335,97233696,34.0,Male,IE
1336,132685316,,,US
1337,52500948,,,TT
1338,133948335,32.0,,
1339,120627876,,,MT
1340,119334880,21.0,Female,TT
1341,23526565,39.0,,MT
1342,29215856,,,LC
1343,349248,61.0,,ll
1344,349248,61.0,,US
1345,2408089,,Male,CA
1346,124132123,37.0,Female,US
1347,124132123,37.0,Female,ll
1348,19617102,54.0,,IE
1349,93376283,,,SC
1350,83959239,,,
1351,25545124,,,AU
1352,5679931,33.0,,
1353,103568103,,,
1354,81854535,58.0,,ll
1355,81854535,58.0,,US
1356,161182893,,,NZ
1357,160862516,,,
1358,104868490,45.0,,US
1359,104868490,45.0,,ll
1360,159036707,,,ll
1361,160879754,,,
1362,153120599,26.0,,CA
1363,25838925,,,DO
1364,86539966,,,
1365,112413410,21.0,,SG
1366,116701101,,,GY
1367,24770184,,,CA
1368,83730474,,,IE
1369,15819476,,Female,DO
1370,18311393,39.0,,TT
1371,142679298,,,AU
1372,23948380,23.0,Female,DO
1373,47920237,,,MT
1374,25719332,,,BB
1375,2175764,80.0,,US
1376,2175764,80.0,,ll
1377,36445640,,,GB
1378,145710437,,,CA
1379,7955372,,,SG
1380,134345513,,,IE
1381,123414913,,,
1382,152840838,,,
1383,93149311,56.0,Male,ll
1384,93149311,56.0,Male,US
1385,108792888,,,NZ
1386,62042646,,,DO
1387,138905140,28.0,,AU
1388,38731801,,,US
1389,23209437,,,TT
1390,160438779,,,AU
1391,160206510,,,
1392,12171404,61.0,,AU
1393,5656707,33.0,,DO
1394,159892940,,,DO
1395,29638067,,,TT
1396,41727319,49.0,,ll
1397,41727319,49.0,,GB
1398,160673392,23.0,,
1399,153410421,,,BB
1400,78028190,,,SC
1401,132608807,,,AU
1402,17195093,31.0,,MT
1403,140219903,,,SG
1404,31339310,53.0,,AU
1405,50986303,,,MT
1406,13194821,,,
1407,113810554,,,IE
1408,114518704,25.0,,MT
1409,94270252,,,DO
1410,6436223,,,IE
1411,66136482,,,BB
1412,49400828,,,GB
1413,160842142,34.0,,
1414,88935132,,,ll
1415,88935132,,,GB
1416,38420791,,Female,ll
1417,38420791,,Female,US
1418,2225476,42.0,,ll
1419,2225476,42.0,,US
1420,160515612,,,
1421,129711158,,,SC
1422,161301024,,,US
1423,161301024,,,ll
1424,42639443,,,GY
1425,159265683,,,
1426,115543054,,,MT
1427,44592701,,,US
1428,70386011,,,
1429,40247366,24.0,,NZ
1430,104691490,,,ll
1431,72626936,,,BB
1432,21062087,29.0,,MT
1433,99039410,22.0,,ll
1434,59620052,26.0,,TT
1435,46666492,,,NZ
1436,115657211,,,SG
1437,2005872,,,MT
1438,31177735,,Female,TT
1439,12113097,,,IE
1440,1894258,,,
1441,7932929,,,TT
1442,14453898,,,MT
1443,31006810,,,AU
1444,4742674,41.0,,BB
1445,2428545,52.0,,GY
1446,145352943,,,DO
1447,145339620,,,GB
1448,159589186,,,
1449,161153124,,,GB
1450,64224277,,,SG
1451,19435303,,,
1452,67068596,33.0,Male,ll
1453,127630920,,,TT
1454,21610886,,,AU
1455,5111374,34.0,,IE
1456,144843715,,,CA
1457,40425527,,,SG
1458,92006225,,,TT
1459,25556913,45.0,,ll
1460,25556913,45.0,,US
1461,144378471,,,GY
1462,91439689,,Male,TT
1463,26136479,,,GY
1464,32020643,,,GB
1465,36484565,24.0,Female,SG
1466,130343675,,,GB
1467,24699850,,,SG
1468,5139030,,,IE
1469,2289972,,,CA
1470,143151851,38.0,,NZ
1471,7112184,,,SG
1472,85794914,25.0,Female,DO
1473,32288831,,,IE
1474,48044631,,,DO
1475,92480568,,Male,US
1476,92480568,,Male,ll
1477,160923701,,,DO
1478,143173930,,Female,NZ
1479,145541896,,,LC
1480,142016579,20.0,,CA
1481,103872712,,,US
1482,136537843,,,GY
1483,160624553,,,
1484,160880022,,,
1485,76380397,,,SG
1486,147497268,,,
1487,146966660,,,NZ
1488,2646720,,,TT
1489,1145499,,,AU
1490,4598713,33.0,,US
1491,4598713,33.0,,ll
1492,87721229,28.0,Female,DO
1493,47252624,,,AU
1494,162003737,,,NZ
1495,5896025,,,IE
1496,38628504,41.0,Female,AU
1497,25113574,24.0,,NZ
1498,102263362,,Female,CA
1499,126859019,,,MT
1500,85588474,,,NZ
1501,3283584,,,NZ
1502,41161342,,,TT
1503,14740092,40.0,,MT
1504,64226861,,,CA
1505,77142631,,,LC
1506,127581009,,,BB
1507,160453396,,,
1508,51743822,,,LC
1509,71157085,23.0,Female,DO
1510,118232120,,,SC
1511,160647819,,,
1512,79512790,39.0,,NZ
1513,161266430,,,
1514,140616593,,,
1515,127266851,,,AU
1516,81869745,,,LC
1517,1919931,40.0,,US
1518,141736294,18.0,Female,IE
1519,110255980,,,LC
1520,119144624,,,IE
1521,161075036,,,AU
1522,27073850,,,TT
1523,149872596,,,NZ
1524,88076549,,,TT
1525,46629914,26.0,,AU
1526,82383848,,Male,AU
1527,129239690,,,BB
1528,153177439,,,
1529,156005813,,,GY
1530,160480789,,,SG
1531,161364667,,,
1532,22317001,,Female,GB
1533,141987450,,,MT
1534,161273852,,,
1535,113478666,,,CA
1536,31027440,,,CA
1537,147215547,,,IE
1538,7377626,36.0,,AU
1539,162043923,,,CA
1540,7349719,,,AU
1541,30314298,,,CA
1542,152994704,,,
1543,138911767,,,AU
1544,141152163,63.0,,ll
1545,141152163,63.0,,CA
1546,132363292,19.0,Female,SG
1547,55656173,,,
1548,106146985,43.0,Female,CA
1549,113396019,,,US
1550,113396019,,,ll
1551,161292695,19.0,Female,
1552,101831725,,Female,AU
1553,49820619,,,LC
1554,13269609,,Female,DO
1555,24151825,26.0,,US
1556,93472210,,,TT
1557,1053760,,,US
1558,1053760,,,ll
1559,38057478,31.0,,DO
1560,3273115,35.0,Female,TT
1561,64788385,65.0,,NZ
1562,140862325,38.0,Female,US
1563,84488792,,,NZ
1564,74023053,57.0,Male,ll
1565,24401416,62.0,,US
1566,24401416,62.0,,ll
1567,74845627,,,SC
1568,24253897,,,GY
1569,161234833,,,IE
1570,156716622,,,
1571,159622314,,,ll
1572,121969267,,,NZ
1573,18860671,46.0,,GB
1574,90071066,,,
1575,3078602,,,ll
1576,3078602,,,US
1577,47660964,,,IE
1578,91434473,,,ll
1579,134977877,,,ll
1580,134977877,,,NZ
1581,160969200,,,NZ
1582,76703698,68.0,,
1583,37849334,62.0,,NZ
1584,135565420,,,NZ
1585,34487613,,,ll
1586,152444645,,,AU
1587,7553206,50.0,,GB
1588,25258261,,Female,ll
1589,16800062,57.0,,NZ
1590,39215947,,Female,CA
1591,160053225,41.0,Male,MT
1592,150352268,,,BB
1593,144224500,,,DO
1594,75883247,22.0,Female,IE
1595,152565548,,,IE
1596,87518892,,,NZ
1597,160948127,,,CA
1598,97217496,,,US
1599,97217496,,,ll
1600,138646608,,,LC
1601,133477945,22.0,,DO
1602,152022230,,,IE
1603,57758967,28.0,,DO
1604,6178196,,,GY
1605,27610380,,,
1606,120665535,,,DO
1607,103904212,,,NZ
1608,70395042,,,ll
1609,70395042,,,CA
1610,144625879,,,AU
1611,23320642,,,TT
1612,135369606,,,CA
1613,28502361,,,
1614,90937196,,,AU
1615,22943325,51.0,Female,GB
1616,20548686,,Female,DO
1617,117176717,,,US
1618,161217586,,,
1619,150052842,,,
1620,161282154,,,
1621,109874204,,,MT
1622,20160375,,,
1623,114731221,,,TT
1624,146823267,,,SC
1625,77027357,,,AU
1626,160592649,,,
1627,112639681,,,LC
1628,11479167,,,GB
1629,118971189,,,SC
1630,156409346,,,IE
1631,161193966,,,
1632,61379380,,,NZ
1633,152388886,22.0,,DO
1634,32937948,,,DO
1635,160746100,,,
1636,52805107,26.0,Female,AU
1637,143711203,,,DO
1638,103365981,26.0,Female,GB
1639,27142438,,,MT
1640,36223164,,,SG
1641,16971873,,,NZ
1642,119984524,31.0,,DO
1643,34107414,,Female,IE
1644,121643735,18.0,,DO
1645,34028654,35.0,,DO
1646,27543558,,,DO
1647,3686623,,Female,SC
1648,12821757,,,SG
1649,27827036,55.0,,TT
1650,50209711,34.0,,CA
1651,9303625,,Female,US
1652,72509040,,,SC
1653,151429886,,,
1654,10288462,,,CA
1655,161206900,,,NZ
1656,150634922,,,DO
1657,32449245,,,
1658,31493268,,,GB
1659,107515131,,,TT
1660,32595207,31.0,,IE
1661,27371789,50.0,,IE
1662,79324789,,Female,NZ
1663,70053676,,,SG
1664,88215549,,,SG
1665,39587868,30.0,,MT
1666,115299474,,,SG
1667,19768592,34.0,,DO
1668,10378346,31.0,,SG
1669,22736320,,,NZ
1670,70406116,,Female,SG
1671,17646509,32.0,,DO
1672,19266919,,,MT
1673,160180612,,,TT
1674,124219583,40.0,,US
1675,103149194,,,SG
1676,91939674,,,AU
1677,61110032,,,SG
1678,37542882,73.0,,DO
1679,35397885,,,LC
1680,76306963,,,MT
1681,52377955,,,LC
1682,16046542,32.0,,IE
1683,99112193,,,SC
1684,118239235,,,SC
1685,105256999,,,DO
1686,12931254,,,ll
1687,86005223,,,MT
1688,8887950,,,GB
1689,8887950,,,ll
1690,32318315,,,GB
1691,26116034,,,GB
1692,5922529,,,IE
1693,2386804,36.0,,GB
1694,152100206,21.0,,TT
1695,29401395,,Female,MT
1696,45491760,,,MT
1697,3076351,,,NZ
1698,5056662,36.0,,AU
1699,15429939,30.0,,IE
1700,92722442,,,CA
1701,17378363,57.0,,TT
1702,90070926,26.0,,AU
1703,161274900,,,
1704,150898603,40.0,,US
1705,65725285,,,
1706,101258777,,,CA
1707,161585499,,,GY
1708,157080756,,,GB
1709,161333393,,,
1710,160334979,,,IE
1711,154359906,,Female,DO
1712,161116366,,,
1713,1234758,35.0,,IE
1714,161280688,,,TT
1715,133360754,,,
1716,38077205,26.0,Female,ll
1717,38077205,26.0,Female,US
1718,22819383,56.0,Male,US
1719,22819383,56.0,Male,ll
1720,161107012,,,GB
1721,84015493,,,BB
1722,151986236,,,LC
1723,23385697,73.0,Male,ll
1724,23385697,73.0,Male,US
1725,7315975,,,DO
1726,154128302,,,MT
1727,144149,46.0,,US
1728,28854579,,,CA
1729,8651543,,,ll
1730,8651543,,,US
1731,2865873,31.0,,GB
1732,7377888,,,US
1733,2567068,,,CA
1734,23768899,,,SG
1735,131922,,Male,ll
1736,131922,,Male,US
1737,31409613,29.0,,BB
1738,120233458,,,CA
1739,155197992,,,GY
1740,161206868,,,
1741,151592023,,,TT
1742,159231183,,,MT
1743,50266725,,,
1744,130457274,,,SC
1745,64279451,,,CA
1746,160413725,,,
1747,145134926,,,SG
1748,25220242,37.0,,GB
1749,11324505,,,TT
1750,141804031,,,TT
1751,85483,,,
1752,121724011,,,NZ
1753,161024218,,,SG
1754,5922165,32.0,,
1755,39424433,24.0,,IE
1756,8457950,,Female,ll
1757,8457950,,Female,CA
1758,28119535,,,TT
1759,103305377,,,DO
1760,90309035,60.0,,CA
1761,51621394,35.0,,CA
1762,67824881,,,CA
1763,4023864,,,GB
1764,34628691,,Male,US
1765,151762872,,,DO
1766,36233949,30.0,,MT
1767,82589695,,,GY
1768,89376667,,,GB
1769,89376667,,,ll
1770,47659892,,,ll
1771,37633898,,Female,SG
1772,128317087,,,MT
1773,59337098,,,GB
1774,41321285,41.0,Male,US
1775,160150075,34.0,,MT
1776,154926063,,Female,
1777,161664116,,,CA
1778,160957643,22.0,,NZ
1779,84760670,,,AU
1780,3205796,50.0,,NZ
1781,136480388,,,DO
1782,145259873,,,SG
1783,2047076,30.0,,MT
1784,40940518,,,NZ
1785,39243185,,,CA
1786,134785199,34.0,,ll
1787,72361283,50.0,,ll
1788,72361283,50.0,,US
1789,10336538,,,US
1790,20709970,,,IE
1791,148694416,,,GY
1792,42924722,,,
1793,161199009,,,DO
1794,125109649,,,TT
1795,64107081,,,GB
1796,62862161,,,DO
1797,123550194,,,MT
1798,106595572,,,NZ
1799,131562506,,,SC
1800,109707153,,,CA
1801,141570755,,,GY
1802,22614843,,,ll
1803,22614843,,,CA
1804,161075706,,,
1805,118678552,,,SC
1806,161448775,,,
1807,33669153,,,US
1808,35921264,,,US
1809,62192139,,,
1810,161249478,,,NZ
1811,3579525,41.0,,SG
1812,62270439,,,MT
1813,135233664,,,IE
1814,151749324,,,GB
1815,59618837,,,BB
1816,72577366,,,
1817,1926653,47.0,,MT
1818,58795074,,,MT
1819,2564448,32.0,,CA
1820,30428678,24.0,Female,MT
1821,13827810,,,CA
1822,97448389,37.0,,BB
1823,161072806,,,
1824,116919548,80.0,Female,TT
1825,161324777,,,
1826,42256268,,,CA
1827,143542825,,,DO
1828,86735006,,Female,
1829,54536743,39.0,,IE
1830,161229116,,,DO
1831,160881258,,,SG
1832,117151175,,,SC
1833,109132135,,,SC
1834,161261926,19.0,Female,
1835,45227208,21.0,,CA
1836,142396403,22.0,,GY
1837,12686448,46.0,,ll
1838,12686448,46.0,,GB
1839,91997499,25.0,,CA
1840,161147291,,,
1841,37439004,,,CA
1842,111028778,,,ll
1843,140710638,,,DO
1844,33412160,26.0,Female,DO
1845,4981236,,,SG
1846,22427047,,,GB
1847,112110770,19.0,,ll
1848,112110770,19.0,,CA
1849,50600496,32.0,,BB
1850,160860070,,,CA
1851,55038511,,,SG
1852,91373148,,,IE
1853,115167944,,,NZ
1854,147487594,,Male,SC
1855,35223567,60.0,,AU
1856,160242489,,,BB
1857,161119961,,,ll
1858,161119961,,,NZ
1859,92863459,,,US
1860,120069209,,,SG
1861,284285,,,SG
1862,60886838,,,ll
1863,60886838,,,US
1864,125827116,,,TT
1865,94613777,21.0,Female,ll
1866,16602336,27.0,,GY
1867,113596749,,,GB
1868,28271140,,,GY
1869,3538038,,,TT
1870,10900096,,Female,MT
1871,48938315,28.0,,CA
1872,4596358,,,GB
1873,69106439,34.0,,ll
1874,14718189,57.0,,AU
1875,146225388,,,AU
1876,13288218,41.0,,NZ
1877,19157923,,,GB
1878,14302918,,,ll
1879,14302918,,,US
1880,147921326,,,US
1881,44641721,,,MT
1882,161188551,,,NZ
1883,27215791,50.0,,IE
1884,147901377,,,US
1885,147901377,,,ll
1886,54447295,,,NZ
1887,83633657,,,DO
1888,31622040,,Male,IE
1889,154114887,,,MT
1890,90069050,19.0,Female,SG
1891,348805,,,IE
1892,157888906,,,NZ
1893,52679789,51.0,,AU
1894,98775940,50.0,,US
1895,19340210,,,CA
1896,79033348,,,MT
1897,161105228,,,
1898,138518112,,,BB
1899,40533899,,,TT
1900,3819929,36.0,,BB
1901,27672843,,,BB
1902,147932450,27.0,,AU
1903,1685953,35.0,,AU
1904,45724442,,,AU
1905,7576254,,,US
1906,45941903,,Female,GB
1907,29236249,49.0,,DO
1908,53674979,,,AU
1909,66712681,,,IE
1910,158079588,,,LC
1911,161264758,,,NZ
1912,161329376,,,
1913,48086200,,,TT
1914,31490951,,,BB
1915,96244785,,,
1916,75668331,,,TT
1917,161228780,,,
1918,10537953,,,AU
1919,139230211,,,DO
1920,160815352,21.0,,
1921,140212170,,,
1922,31134832,,,CA
1923,382536,53.0,,NZ
1924,42939200,,,AU
1925,19004492,,,
1926,127331206,,,TT
1927,27369602,30.0,,ll
1928,39389378,28.0,,CA
1929,161009717,,,SG
1930,33365103,45.0,,SG
1931,86110759,29.0,,CA
1932,43253847,40.0,,AU
1933,81143984,,,GB
1934,81143984,,,ll
1935,4368718,,,SG
1936,21871210,,,
1937,83648144,,,MT
1938,153144403,,,GY
1939,45836279,,,GY
1940,156503333,,,
1941,154513566,,,DO
1942,50937119,32.0,,IE
1943,29347746,,,NZ
1944,140924669,,,
1945,19011062,,,MT
1946,139130770,26.0,,AU
1947,13436581,,,GY
1948,109402721,23.0,,DO
1949,82141495,,,US
1950,32878221,32.0,,IE
1951,79171998,,,
1952,149489702,,,
1953,149322816,,,MT
1954,52093913,,,SG
1955,138942046,,,
1956,2922102,52.0,,US
1957,11858107,,,GB
1958,48546956,,,GB
1959,48546956,,,ll
1960,149954053,,,
1961,56651809,,,GB
1962,46036175,,,DO
1963,5930747,,,AU
1964,47208326,72.0,Male,US
1965,28798380,29.0,,US
1966,28798380,29.0,,ll
1967,17471933,,,MT
1968,19982965,43.0,,LC
1969,66893155,,,MT
1970,121329004,40.0,,MT
1971,158331427,,,BB
1972,14411187,,,MT
1973,149793988,,,LC
1974,25130395,30.0,Male,SC
1975,161445011,,,
1976,147251619,,,SG
1977,47984460,31.0,,IE
1978,20219188,,,TT
1979,3134101,31.0,,MT
1980,55859150,,,GB
1981,156012692,,,AU
1982,27385289,,,SG
1983,151966337,,,AU
1984,127488724,24.0,,TT
1985,4221602,,,TT
1986,34547425,59.0,,AU
1987,90579330,,,TT
1988,91763754,,,CA
1989,4735007,37.0,,DO
1990,96764696,,,SG
1991,67920559,,Female,CA
1992,140033036,,,SG
1993,12404,39.0,,US
1994,54154678,,,SC
1995,161395784,,,SG
1996,157926461,,,SG
1997,161032856,26.0,,MT
1998,132568176,,,SC
1999,46257183,,,TT
2000,113299266,40.0,,
2001,13194834,,,MT
2002,141474755,,,LC
2003,162320498,,,MT
2004,28892382,,,NZ
2005,23875180,,,BB
2006,42130592,,,ll
2007,15111246,26.0,,LC
2008,1715961,,,MT
2009,5480453,25.0,,SG
2010,157968592,,Female,MT
2011,160596514,,,GB
2012,124475921,,,DO
2013,153466513,,,NZ
2014,41041376,39.0,,IE
2015,29327705,,,SG
2016,43541435,,,GY
2017,63393674,,,AU
2018,28086295,,,CA
2019,161124740,,,US
2020,161124740,,,ll
2021,13275264,65.0,Female,CA
2022,143417957,40.0,,ll
2023,2402969,28.0,,IE
2024,57508077,,,SG
2025,160615725,,,
2026,58666743,,,DO
2027,142280731,,,TT
2028,60964126,,,ll
2029,160918085,,,
2030,160622152,,,GY
2031,77645105,27.0,,MT
2032,61942349,,,
2033,142128382,,,SC
2034,65263245,42.0,,AU
2035,50487994,,,
2036,126190688,,,SC
2037,30206753,68.0,Male,CA
2038,60653155,,,NZ
2039,18219829,,,NZ
2040,14847673,,,CA
2041,26491510,30.0,,NZ
2042,17065991,,,GB
2043,43552622,,,BB
2044,1604173,,,ll
2045,160781312,,,ll
2046,160781312,,,US
2047,4326315,29.0,,US
2048,13580569,,,ll
2049,4863716,,,CA
2050,145782253,,,GB
2051,17594525,,,AU
2052,9429655,,,ll
2053,30904098,33.0,Female,DO
2054,26487042,27.0,,DO
2055,113480814,,,BB
2056,11564117,,,SG
2057,135421793,,,SC
2058,34031285,,,NZ
2059,144755180,,,GY
2060,147028935,19.0,,
2061,2976142,,,NZ
2062,119698216,26.0,Female,LC
2063,14514998,,,US
2064,47702645,26.0,,MT
2065,160738407,,,
2066,37071828,,,IE
2067,145738538,,,DO
2068,137189404,,,SC
2069,9711335,39.0,,US
2070,158073536,,,DO
2071,76181568,,,
2072,105529251,,,NZ
2073,93765973,,,MT
2074,46663922,,,GY
2075,14018806,,,DO
2076,134648837,,,SG
2077,25897549,34.0,,CA
2078,112329089,,,IE
2079,5734751,,,SG
2080,43365665,,,SC
2081,70046142,,Female,US
2082,28124386,,,BB
2083,56398437,,,IE
2084,105650209,,,CA
2085,161196210,,,
2086,161128121,,,
2087,150175497,,,SC
2088,63654500,26.0,,SG
2089,145002719,,,CA
2090,144097755,,Female,SG
2091,136558460,,,
2092,15629782,,,GY
2093,96936166,,,GB
2094,128640,35.0,,CA
2095,4846382,52.0,,US
2096,75940535,,,US
2097,75940535,,,ll
2098,63531944,,Female,NZ
2099,4015835,,,AU
2100,30433009,39.0,,
2101,40153615,,,CA
2102,153668362,20.0,,TT
2103,88016767,41.0,,US
2104,88016767,41.0,,ll
2105,46898771,,,GY
2106,134328343,,,GY
2107,7333052,,,
2108,5875398,,Female,GB
2109,35653101,,,IE
2110,19559507,,,AU
2111,23677233,36.0,,NZ
2112,8020367,29.0,Female,NZ
2113,1586916,,,AU
2114,27725304,,,ll
2115,27725304,,,GB
2116,9698162,60.0,,IE
2117,123411234,,,AU
2118,161288770,,,
2119,153088773,,,
2120,56776731,,,GY
2121,148363213,,,SC
2122,100604874,,,NZ
2123,46872644,51.0,,ll
2124,46872644,51.0,,GB
2125,117265184,,,IE
2126,75156736,,,IE
2127,68480583,29.0,Female,GY
2128,124528091,,,DO
2129,114810625,,,ll
2130,2269664,,,NZ
2131,105621665,,,SC
2132,151243135,,,AU
2133,40344587,,,
2134,140929949,,,SG
2135,18772493,,Female,IE
2136,47771249,,,SG
2137,138447140,,,TT
2138,4542979,,,AU
2139,67016485,34.0,,GB
2140,67016485,34.0,,ll
2141,109749480,41.0,Male,MT
2142,2294090,,,US
2143,44279580,,Female,US
2144,91437214,,,
2145,161176030,,,
2146,161307037,,,
2147,156160753,,,NZ
2148,127467968,,,LC
2149,144219080,,,DO
2150,155852932,,,
2151,132629998,,,DO
2152,41273482,,,MT
2153,75790270,,,BB
2154,161191374,,,
2155,161079361,,,AU
2156,23179211,27.0,,US
2157,144802352,,,GY
2158,113325559,,,TT
2159,5863511,,,GY
2160,34295162,24.0,,MT
2161,2337007,70.0,,AU
2162,11889829,,,AU
2163,49110590,,Female,AU
2164,107577559,,Female,MT
2165,70171737,21.0,,BB
2166,16496589,,,GB
2167,36235386,,,IE
2168,71802807,,,IE
2169,148436384,,,SC
2170,161025105,,,MT
2171,20939033,,,LC
2172,153612606,,,
2173,67331242,,,US
2174,67331242,,,ll
2175,137915140,,,DO
2176,33807813,,,LC
2177,78772978,22.0,Female,IE
2178,80321477,,,
2179,151248586,,,GY
2180,132048818,,,
2181,161274606,28.0,Female,
2182,92995244,37.0,,GB
2183,160681427,,,
2184,58080819,,,IE
2185,27064348,,,IE
2186,156929647,,,SG
2187,4809816,35.0,,TT
2188,49071166,29.0,Female,MT
2189,38918026,,,SG
2190,12037564,,,SG
2191,12825936,,,GB
2192,90018948,49.0,,IE
2193,48398407,,,BB
2194,138214273,27.0,Female,CA
2195,70058427,51.0,,IE
2196,21507225,,,LC
2197,81641645,,,IE
2198,27366205,,,TT
2199,22809267,63.0,,GB
2200,15541206,,,IE
2201,111188464,,,AU
2202,4980669,,,TT
2203,51044515,23.0,,DO
2204,121173496,,,SG
2205,161383132,,,
2206,126505666,,,SC
2207,17109546,27.0,,DO
2208,129663193,,,BB
2209,124303349,,,TT
2210,160379080,,,
2211,133839427,,,GY
2212,156695795,,,
2213,142419798,,Female,TT
2214,125080390,25.0,,NZ
2215,55185322,,,NZ
2216,21017422,,,GB
2217,63451796,,,GB
2218,20971541,,,GB
2219,48317795,,,SG
2220,39624594,,,NZ
2221,2302760,,,SG
2222,20688810,,,
2223,105191338,,Female,US
2224,57535855,56.0,Female,GB
2225,69591839,,,DO
2226,7046869,38.0,Male,IE
2227,114182599,,,MT
2228,6168268,,,CA
2229,65294773,,,SG
2230,114577881,,,SG
2231,148218471,,,ll
2232,148218471,,,US
2233,105003147,,,NZ
2234,116287253,,,CA
2235,140276917,,,MT
2236,55985996,,,GY
2237,152871523,,,LC
2238,63802349,,,LC
2239,161385455,,,MT
2240,135898873,,,GY
2241,84817237,,,CA
2242,18596822,,,IE
2243,45624578,,,GY
2244,111921,33.0,,US
2245,161524223,,,NZ
2246,133451964,,Female,GB
2247,15763239,40.0,,IE
2248,14773738,,,CA
2249,70389169,63.0,,CA
2250,82367539,,,ll
2251,142623078,,,BB
2252,5604583,36.0,,CA
2253,5604583,36.0,,ll
2254,62552899,,,NZ
2255,63258978,37.0,Female,AU
2256,63258978,37.0,Female,ll
2257,18908515,,,IE
2258,24572104,69.0,Male,AU
2259,86837136,,,BB
2260,48048552,,,DO
2261,153757813,,,LC
2262,89664,41.0,,SG
2263,161491730,,,SG
2264,144991776,,,IE
2265,160021903,,,
2266,12047319,,,
2267,91907358,,,SG
2268,96505994,,,CA
2269,35270742,43.0,,GB
2270,8795016,,,NZ
2271,19955485,,,TT
2272,150661695,,,SG
2273,68538597,,,GB
2274,20195004,43.0,,IE
